SEMANA,FECHA DE PROCESO,CODIGO,EAN,LÍNEA PRODUCCION,"DESCRIPCIÓN
ARTÍCULO",KILOGRAMOS EN PIE,KILOGRAMOS PROCESADOS,CANTIDAD DE CERDOS,UNIDADES CON DEFECTOS PROCESO,DEFECTOS PROCESO,UNIDADES CON DEFECTOS GRANJA,DEFECTOS GRANJA,ESTÁNDAR,RENDIMIENTO DE LÍNEA,PESO PROMEDIO EN PIE,PESO PROMEDIO PROCESADO,%CALIDAD,CANTIDAD DE PERSONAL,HORA DE INICIO,HORA DE FIN,HORA DE INICIO PARA,HORA DE FIN PARA,MOTIVOS DE PARADAS,HORAS DE PARAS NO PLANIFICADAS,HORAS DE PARAS PLANIFICADAS,HORAS PROGRAMADAS,HORAS PRODUCTIVAS,VARIACIÓN DE HORAS EN PRODUCCIÓN,UNIDADES/HORA,KILOS/HORA/HOMBRE,%DISPONIBILIDAD,%RENDIMIENTO,OEE
14,30/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,6114,"4683,1",60,,,,,42,"76,60%","101,9","78,05166667","100,00%",32,10:20,12:00,,,,0,,"1,428571429","1,67","0,24",36,"87,81","83,33%","85,71%","71,43%"
14,30/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"26673,95","21164,45",278,15,DERMATITIS LEVE,,,40,"79,35%","95,94946043","76,13111511","94,60%",32,9:45,15:08,,,,0,1,"6,95","4,38","0,00",63,"150,89","100,00%","100,00%","94,60%"
14,30/3/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"3968,55","3098,75",17,,,,,10,"78,08%","233,4441176","182,2794118","100,00%",32,16:25,18:10,,,,0,,"1,7","1,75","0,05",10,"55,33","97,06%","97,14%","94,29%"
14,31/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6218,25","4719,95",60,,,,,42,"75,90%","103,6375","78,66583333","100,00%",32,8:20,10:15,,,,0,,"1,428571429","1,92","0,49",31,"76,96","65,83%","74,53%","49,07%"
14,31/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"26685,35","21384,05",265,3,DERMATITS ,,,40,"80,13%","100,699434","80,6945283","98,87%",32,9:45,15:08,,,,0,1,"6,625","4,38","0,00",60,"152,45","100,00%","100,00%","98,87%"
14,1/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6425,5","4947,65",60,,,,,42,"77,00%","107,0916667","82,46083333","100,00%",32,7:00,8:53,,,,0,,"1,428571429","1,88","0,45",32,"82,1","68,17%","75,85%","51,71%"
14,1/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"23597,85","18842,55",237,12,HEMATOMAS,,,40,"79,85%","99,56898734","79,50443038","94,94%",32,8:25,14:14,,,,0,1,"5,925","4,82","0,00",49,"122,25","100,00%","100,00%","94,94%"
14,1/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"22413,1","17900,25",230,10,DERMATITIS,,,40,"79,87%","97,44826087","77,82717391","95,65%",32,7:00,11:26,,,,0,,"5,75","4,43","0,00",52,"126,18","100,00%","100,00%","95,65%"
15,6/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6160,45","4681,85",60,,,,,42,"76,00%","102,6741667","78,03083333","100,00%",29,13:00,15:01,,,,0,,"1,428571429","2,02","0,59",30,"80,05","58,83%","70,84%","41,68%"
15,6/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"25408,1","20129,15",233,,,,,40,"79,22%","109,0476395","86,39120172","100,00%",30,6:00,12:10,,,,0,1,"5,825","5,17","0,00",45,"129,87","100,00%","100,00%","100,00%"
15,6/4/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"3852,55","2889,4",17,,,,,10,"75,00%","226,6205882","169,9647059","100,00%",30,14:45,16:20,,,,0,,"1,7","1,58","0,00",11,"60,83","100,00%","100,00%","100,00%"
15,7/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6618,15","5066,3",60,,,,,42,"76,55%","110,3025","84,43833333","100,00%",32,12:32,14:53,,,,0,,"1,428571429","2,35","0,92",26,"67,37","35,50%","60,79%","21,58%"
15,7/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"24687,85","19718,6",230,,,,,40,"79,87%","107,3384783","85,73304348","100,00%",32,6:00,12:07,,,,0,1,"5,75","5,12","0,00",45,"120,43","100,00%","100,00%","100,00%"
15,8/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6506,4","4957,5",60,,,,,42,"76,19%","108,44","82,625","100,00%",33,12:50,14:31,,,,0,,"1,428571429","1,68","0,25",36,"89,24","82,17%","84,87%","69,73%"
15,8/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"27576,8","21605,145",275,20,DERMATITIS,,,40,"78,35%","100,2792727","78,56416364","92,73%",33,6:00,13:15,,,,0,1,"6,875","6,25","0,00",44,"104,75","100,00%","100,00%","92,73%"
16,13/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"12773,7","9770,85",120,,,,,42,"76,49%","106,4475","81,42375","100,00%",34,11:00,14:00,,,,0,,"2,857142857","3,00","0,14",40,"95,79","95,00%","95,24%","90,48%"
16,13/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"12525,4","9703,15",118,,,,,40,"77,47%","106,1474576","82,23008475","100,00%",34,6:15,9:58,,,,0,1,"2,95","2,72","0,00",43,"105,05","100,00%","100,00%","100,00%"
16,13/4/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"3726,45","2919,5",17,,,,,10,"78,35%","219,2029412","171,7352941","100,00%",34,13:40,15:20,,,,0,,"1,7","1,67","0,00",10,"51,52","100,00%","100,00%","100,00%"
16,14/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6306,85","4813,7",60,,,,,42,"76,32%","105,1141667","80,22833333","100,00%",39,13:00,14:47,,,,0,,"1,428571429","1,78","0,35",34,"69,21","75,17%","80,11%","60,21%"
16,14/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"24683,1","19431,85",230,,,,,40,"78,73%","107,3178261","84,48630435","100,00%",37,6:10,13:23,,,,0,1,"5,75","6,22","0,47",37,"84,48","91,88%","92,49%","84,99%"
16,14/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"7458,6","6065,85",60,25,HEMATOMAS,,,40,"81,33%","124,31","101,0975","58,33%",37,14:18,16:08,,,,0,,"1,5","1,83","0,33",33,"89,42","77,78%","81,82%","37,12%"
16,15/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6460,5","4952,65",60,,,,,42,"76,66%","107,675","82,54416667","100,00%",40,8:35,10:25,,,,0,,"1,428571429","1,83","0,40",33,"67,54","71,67%","77,92%","55,84%"
16,15/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"18348,9","14396,9",175,,,,,40,"78,46%","104,8508571","82,268","100,00%",40,4:10,9:00,,,,0,1,"4,375","3,83","0,00",46,"93,89","100,00%","100,00%","100,00%"
16,16/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"22517,05","17688,7",210,,,,,40,"78,56%","107,2240476","84,23190476","100,00%",33,4:00,9:30,,,,0,,"5,25","5,50","0,25",38,"97,46","95,24%","95,45%","90,91%"
17,20/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"12512,7","9530,3",120,,,,,42,"76,17%","104,2725","79,41916667","100,00%",30,12:15,15:20,,,,0,,"2,857142857","3,08","0,23",39,"103,03","92,08%","92,66%","85,33%"
17,20/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"18691,703","14953,85",177,,,,,40,"80,00%","105,6028418","84,48502825","100,00%",30,6:10,11:33,,,,0,1,"4,425","4,38","0,00",40,"113,72","100,00%","100,00%","100,00%"
17,20/4/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"3275,9","2498,75",15,,,,,10,"76,28%","218,3933333","166,5833333","100,00%",30,14:50,16:26,,,,0,,"1,5","1,60","0,10",9,"52,06","93,33%","93,75%","87,50%"
17,21/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"7200,45","5486,95",60,,,,,42,"76,20%","120,0075","91,44916667","100,00%",33,12:30,14:21,,,,0,,"1,428571429","1,85","0,42",32,"89,88","70,50%","77,22%","54,44%"
17,21/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"17676,9","13670,55",180,,,,,40,"77,34%","98,205","75,9475","100,00%",33,7:00,11:50,,,,0,1,"4,5","3,83","0,00",47,"108,07","100,00%","100,00%","100,00%"
17,21/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"7157,1","5815,15",60,,,,,40,"81,25%","119,285","96,91916667","100,00%",33,13:50,15:30,,,,0,,"1,5","1,67","0,17",36,"105,73","88,89%","90,00%","80,00%"
17,22/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6217,2","4673,1",60,,,,,42,"75,16%","103,62","77,885","100,00%",33,15:35,17:20,,,,0,,"1,428571429","1,75","0,32",34,"80,92","77,50%","81,63%","63,27%"
17,22/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"11547,75","9346,25",120,,,,,40,"80,94%","96,23125","77,88541667","100,00%",34,13:30,16:00,,,,0,1,3,"1,50","0,00",80,"183,26","100,00%","100,00%","100,00%"
17,23/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"32168,2","25685,3",300,,,,,40,"79,85%","107,2273333","85,61766667","100,00%",34,6:00,14:55,,,,0,1,"7,5","7,92","0,42",38,"95,43","94,44%","94,74%","89,47%"
17,24/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"13638,3","10851,6",115,,,,,40,"79,57%","118,593913","94,36173913","100,00%",32,6:00,9:05,,,,0,1,"2,875","2,08","0,00",55,"162,77","100,00%","100,00%","100,00%"
17,26/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"29393,445","23638,9",285,15,DERMATITIS/HEMATOMAS,,,40,"80,42%","103,1348947","82,94350877","94,74%",34,7:00,14:45,,,,0,1,"7,125","6,75","0,00",42,103,"100,00%","100,00%","94,74%"
18,27/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"5986,35","4559,95",60,,,,,42,"76,17%","99,7725","75,99916667","100,00%",31,14:45,17:11,,,,0,,"1,428571429","2,43","1,00",25,"60,45","29,67%","58,71%","17,42%"
18,27/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"24956,1","19903,9",244,15,DERMATITIS,,,40,"79,76%","102,2790984","81,57336066","93,85%",30,8:00,15:03,,,,0,1,"6,1","6,05","0,00",40,"109,66","100,00%","100,00%","93,85%"
18,27/4/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"2760,4","2131,45",13,,,,,10,"77,22%","212,3384615","163,9576923","100,00%",30,16:45,18:38,,,,0,,"1,3","1,88","0,58",7,"37,72","55,13%","69,03%","38,05%"
18,28/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"7240,55","5572,1",60,,,,,42,"76,96%","120,6758333","92,86833333","100,00%",32,14:10,15:46,,,,0,,"1,428571429","1,60","0,17",38,"108,83","88,00%","89,29%","78,57%"
18,28/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,22629,"17954,95",230,100,DERMATITIS/PICADURAS,,,40,"79,34%","98,38695652","78,065","56,52%",32,7:00,14:30,,,,0,1,"5,75","6,50","0,75",35,"86,32","86,96%","88,46%","43,48%"
18,29/4/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6478,55","5017,2",60,,,,,42,"77,44%","107,9758333","83,62","100,00%",34,11:10,12:00,,,,0,,"1,428571429","0,83","0,00",72,"177,08","100,00%","100,00%","100,00%"
18,29/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"17123,4","13712,3",160,15,DERMATITIS/PICADURAS,,,40,"80,08%","107,02125","85,701875","90,63%",34,6:00,10:16,,,,0,1,4,"3,27","0,00",49,"123,46","100,00%","100,00%","90,63%"
18,30/4/2026,PPRO000099,5470,PROPALCOL,PP CANAL DE CERDO EVISCERADO,"8875,95",0,85,,,,,42,"0,00%","104,4229412",0,"100,00%",32,9:50,12:26,,,,0,,"2,023809524","2,60","0,58",33,0,"71,53%","77,84%","55,68%"
18,30/4/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"11050,8","8829,33",112,18,DERMATITIS/PICADURAS,,,40,"79,90%","98,66785714","78,83330357","83,93%",34,7:00,10:13,,,,0,1,"2,8","2,22","0,00",51,"117,15","100,00%","100,00%","83,93%"
18,3/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"20673,8","16568,4",180,20,DERMATITIS/HEMATOMAS,,,40,"80,14%","114,8544444","92,04666667","88,89%",26,7:10,12:20,,,,0,1,"4,5","4,17","0,00",43,"152,94","100,00%","100,00%","88,89%"
19,4/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"13856,25","10572,6",120,,,,,42,"76,30%","115,46875","88,105","100,00%",33,7:00,9:42,,,,0,,"2,857142857","2,70","0,00",44,"118,66","100,00%","100,00%","100,00%"
19,4/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"28006,803",22546,240,20,DERMATITIS/HEMATOMAS,,,40,"80,50%","116,6950125","93,94166667","91,67%",33,9:50,17:15,,,,0,1,6,"6,42","0,42",37,"106,47","93,06%","93,51%","79,76%"
19,5/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6157,4","4669,1",60,,,,,42,"75,83%","102,6233333","77,81833333","100,00%",33,16:30,18:15,,,,0,,"1,428571429","1,75","0,32",34,"80,85","77,50%","81,63%","63,27%"
19,5/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"21564,6","17068,9",247,94,DERMATITIS/HEMATOMAS,,,40,"79,15%","87,30607287","69,1048583","61,94%",33,9:25,15:55,,,,0,1,"6,175","5,50","0,00",45,"94,04","100,00%","100,00%","61,94%"
19,5/5/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"2312,15","1789,4",11,,,,,10,"77,39%","210,1954545","162,6727273","100,00%",33,17:48,19:35,,,,0,,"1,1","1,78","0,68",6,"30,41","37,88%","61,68%","23,36%"
19,6/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6401,75","4835,7",60,,,,,42,"75,54%","106,6958333","80,595","100,00%",31,15:10,17:00,,,,0,,"1,428571429","1,83","0,40",33,"85,09","71,67%","77,92%","55,84%"
19,6/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"21768,404","16985,34",248,70,DERMATITIS/HEMATOMAS,,,40,"78,03%","87,77582258","68,48927419","71,77%",31,8:00,15:35,,,,0,1,"6,2","6,58","0,38",38,"83,23","93,82%","94,18%","63,42%"
19,7/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"28086,7","22450,2",295,70,DERMATITIS/HEMATOMAS,,,40,"79,93%","95,20915254","76,10237288","76,27%",31,8:00,15:55,,,,0,1,"7,375","6,92","0,00",43,"104,7","100,00%","100,00%","76,27%"
19,9/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"25355,75","20548,35",234,15,DERMATITIS/HEMATOMAS,,,40,"81,04%","108,357906","87,81346154","93,59%",33,11:45,17:25,,,,0,1,"5,85","4,67","0,00",50,"133,43","100,00%","100,00%","93,59%"
20,11/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"14066,7","10738,1",120,,,,,42,"76,34%","117,2225","89,48416667","100,00%",34,15:45,17:58,,,,0,,"2,857142857","2,22","0,00",54,"142,48","100,00%","100,00%","100,00%"
20,11/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"22042,7","17338,85",236,75,DERMATITIS/HEMATOMAS,,,40,"78,66%","93,40127119","73,46970339","68,22%",34,8:00,16:25,,,,0,1,"5,9","7,42","1,52",32,"68,76","74,29%","79,55%","40,32%"
20,12/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6369,55","4820,6",60,,,,,42,"75,68%","106,1591667","80,34333333","100,00%",23,15:55,19:39,,,,0,,"1,428571429","3,73","2,30",16,"56,14","0,00%","38,27%","0,00%"
20,12/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"22728,4","17906,45",239,75,DERMATITIS/HEMATOMAS,,,40,"78,78%","95,09790795","74,92238494","68,62%",23,8:00,16:59,,,,0,1,"5,975","7,98","2,01",30,"97,52","66,39%","74,84%","34,09%"
20,12/5/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"2313,4","1720,7",11,,,,,10,"74,38%","210,3090909","156,4272727","100,00%",23,19:10,20:20,,,,0,,"1,1","1,17","0,07",9,"64,13","93,94%","94,29%","88,57%"
20,13/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6292,15","4664,3",60,,,,,42,"74,13%","104,8691667","77,73833333","100,00%",22,16:26,18:50,,,,0,,"1,428571429","2,40","0,97",25,"88,34","32,00%","59,52%","19,05%"
20,13/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"17782,3","13766,45",234,130,DERMATITIS/HEMATOMAS,,,40,"77,42%","75,99273504","58,83098291","44,44%",24,8:30,16:45,,,,0,1,"5,85","7,25","1,40",32,"79,12","76,07%","80,69%","27,28%"
20,14/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"24170,1","19503,35",231,10,DERMATITIS/HEMATOMAS,,,40,"80,69%","104,6324675","84,43008658","95,67%",24,13:30,19:57,,,,0,1,"5,775","5,45","0,00",42,"149,11","100,00%","100,00%","95,67%"
20,16/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"28454,1","22606,2",295,75,DERMATITIS/HEMATOMAS,,,40,"79,45%","96,45457627","76,63118644","74,58%",36,8:05,15:38,,,,0,1,"7,375","6,55","0,00",45,"95,87","100,00%","100,00%","74,58%"
21,18/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"13419,6","10182,55",120,,,,,42,"75,88%","111,83","84,85458333","100,00%",31,15:20,18:30,,,,0,,"2,857142857","3,17","0,31",38,"103,73","89,17%","90,23%","80,45%"
21,18/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"23425,1","18690,05",230,15,DERMATITIS/HEMATOMAS,,,40,"79,79%","101,8482609","81,26108696","93,48%",22,8:00,15:50,,,,0,1,"5,75","6,83","1,08",34,"124,32","81,16%","84,15%","63,84%"
21,19/5/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"2728,6","2095,2",12,,,,,10,"76,79%","227,3833333","174,6","100,00%",22,16:55,17:40,,,,0,,"1,2","0,75","0,00",16,"126,98","100,00%","100,00%","100,00%"
21,19/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"7163,65","5471,403",60,,,,,42,"76,38%","119,3941667","91,19005","100,00%",23,16:20,18:10,,,,0,,"1,428571429","1,83","0,40",33,"129,76","71,67%","77,92%","55,84%"
21,19/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"22153,75","17005,45",241,70,DERMATITIS/HEMATOMAS,,,40,"76,76%","91,92427386","70,5620332","70,95%",22,7:00,16:55,,,,0,1,"6,025","8,92","2,89",27,"86,69","52,01%","67,57%","24,93%"
21,20/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6989,3","5385,5",60,,,,,42,"77,05%","116,4883333","89,75833333","100,00%",20,13:35,16:30,,,,0,,"1,428571429","2,92","1,49",21,"92,32","0,00%","48,98%","0,00%"
21,20/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"19511,853","15751,35",175,5,DERMATITIS/HEMATOMAS,,,40,"80,73%","111,4963029","90,00771429","97,14%",23,6:00,10:45,,,,0,1,"4,375","3,75","0,00",47,"182,62","100,00%","100,00%","97,14%"
21,21/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"22388,4","18129,05",235,65,DERMATITIS/HEMATOMAS,,,40,"80,98%","95,26978723","77,14489362","72,34%",30,6:00,13:25,,,,0,1,"5,875","6,42","0,54",37,"94,18","90,78%","91,56%","60,13%"
21,23/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"26127,05","20917,6",233,15,DERMATITIS/HEMATOMAS,,,40,"80,06%","112,1332618","89,7751073","93,56%",32,6:00,12:13,,,,0,1,"5,825","5,22","0,00",45,"125,31","100,00%","100,00%","93,56%"
22,25/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"13266,25","10031,8",120,,,,,42,"75,62%","110,5520833","83,59833333","100,00%",27,13:25,16:43,,,,0,,"2,857142857","3,30","0,44",36,"112,59","84,50%","86,58%","73,16%"
22,25/5/2026,PPRO000099,274,PROPALCOL,PP CANAL DE CERDO EVISCERADO,"5726,05","4580,84",60,,,,,42,"80,00%","95,43416667","76,34733333","100,00%",27,11:50,13:50,,,,0,,"1,428571429","2,00","0,57",30,"84,83","60,00%","71,43%","42,86%"
22,25/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"17860,7","14288,2",169,10,DERMATITIS/HEMATOMAS,,,40,"80,00%","105,6846154","84,54556213","94,08%",27,6:00,11:15,,,,0,1,"4,225","4,25","0,03",40,"124,52","99,41%","99,41%","92,98%"
22,26/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6579,05","4991,95",60,,,,,42,"75,88%","109,6508333","83,19916667","100,00%",37,11:25,13:10,,,,0,,"1,428571429","1,75","0,32",34,"77,1","77,50%","81,63%","63,27%"
22,26/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"22163,45","17607,7",231,75,DERMATITIS/HEMATOMAS,,,40,"79,44%","95,945671","76,22380952","67,53%",37,6:15,10:35,,,,0,1,"5,775","3,33","0,00",69,"142,77","100,00%","100,00%","67,53%"
22,27/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6507,495","5035,2",60,,,,,42,"77,38%","108,45825","83,92","100,00%",27,15:35,17:16,,,,0,,"1,428571429","1,68","0,25",36,"110,79","82,17%","84,87%","69,73%"
22,27/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"25439,45","20328,1",241,5,DERMATITIS/HEMATOMAS,,,40,"79,91%","105,5578838","84,34896266","97,93%",27,6:00,15:53,,,,0,1,"6,025","8,88","2,86",27,"84,75","52,56%","67,82%","34,91%"
22,28/5/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6146,85","4621,05",60,,,,,42,"75,18%","102,4475","77,0175","100,00%",27,14:53,16:10,,,,0,,"1,428571429","1,28","0,00",47,"133,36","100,00%","100,00%","100,00%"
22,30/5/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"32463,45","25767,7",332,75,DERMATITIS/HEMATOMAS,,,40,"79,37%","97,7814759","77,61355422","77,41%",26,6:00,17:45,,,,0,1,"8,3","10,75","2,45",31,"92,19","70,48%","77,21%","42,13%"
23,1/6/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,13417,"10135,55",120,,,,,42,"75,54%","111,8083333","84,46291667","100,00%",25,12:10,16:00,,,,0,1,"2,857142857","2,83","0,00",42,"143,09","100,00%","100,00%","100,00%"
23,1/6/2026,PPRO000099,274,PROPALCOL,PP CANAL DE CERDO EVISCERADO,"5797,9","4638,32",60,,,,,42,"80,00%","96,63166667","77,30533333","100,00%",25,9:20,11:15,,,,0,,"1,428571429","1,92","0,49",31,"96,8","65,83%","74,53%","49,07%"
23,1/6/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,6939,"5292,8",63,,,,,40,"76,28%","110,1428571","84,01269841","100,00%",26,7:00,9:15,,,,0,,"1,575","2,25","0,68",28,"90,48","57,14%","70,00%","40,00%"
23,1/6/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"3641,1",2780,17,,,,,10,"76,35%","214,1823529","163,5294118","100,00%",26,15:30,17:30,,,,0,,"1,7","2,00","0,30",9,"53,46","82,35%","85,00%","70,00%"
23,2/6/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"18076,7","14251,9",169,10,DERMATITIS/HEMATOMAS,,,40,"78,84%","106,9627219","84,33076923","94,08%",35,6:10,11:10,,,,0,,"4,225","5,00","0,78",34,"81,44","81,66%","84,50%","64,92%"
23,2/6/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"12381,3","9301,3",120,,,,,42,"75,12%","103,1775","77,51083333","100,00%",35,11:45,14:46,,,,0,1,"2,857142857","2,02","0,00",60,"131,78","100,00%","100,00%","100,00%"
23,3/6/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"6822,1","5339,4",60,,,,,40,"78,27%","113,7016667","88,99","100,00%",23,11:35,14:05,,,,0,1,"1,5","1,50","0,00",40,"154,77","100,00%","100,00%","100,00%"
23,3/6/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,6459,"4939,8",120,,,,,42,"76,48%","53,825","41,165","100,00%",23,13:40,16:23,,,,0,,"2,857142857","2,72","0,00",44,"79,06","100,00%","100,00%","100,00%"
23,3/6/2026,PPRO000099,274,MASTERTEC,PP CANAL DE CERDO EVISCERADO,"1183,1","946,48",13,,,,,42,"80,00%","91,00769231","72,80615385","100,00%",23,16:00,17:15,,,,0,,"0,3095238095","1,25","0,94",10,"32,92","0,00%","24,76%","0,00%"
