SEMANA,FECHA DE PROCESO,CODIGO,EAN,LÍNEA PRODUCCION,"DESCRIPCIÓN
ARTÍCULO",KILOGRAMOS EN PIE,KILOGRAMOS PROCESADOS,CANTIDAD DE CERDOS,UNIDADES CON DEFECTOS PROCESO,DEFECTOS PROCESO,UNIDADES CON DEFECTOS GRANJA,DEFECTOS GRANJA,ESTÁNDAR,RENDIMIENTO DE LÍNEA,PESO PROMEDIO EN PIE,PESO PROMEDIO PROCESADO,%CALIDAD,CANTIDAD DE PERSONAL,HORA DE INICIO,HORA DE FIN,HORA DE INICIO PARA,HORA DE FIN PARA,MOTIVOS DE PARADAS,HORAS DE PARAS NO PLANIFICADAS,HORAS DE PARAS PLANIFICADAS,HORAS PROGRAMADAS,HORAS PRODUCTIVAS,VARIACIÓN DE HORAS EN PRODUCCIÓN,UNIDADES/HORA,KILOS/HORA/HOMBRE,%DISPONIBILIDAD,%RENDIMIENTO,OEE
5,26/1/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6235,4","4670,52",60,10,,,,42,"74,90%","103,9233333","77,842","83,33%",34,7:20:00 a. m.,9:23:00 a. m.,,,,0,,"1,428571429","2,05","0,62",29,"67,01","56,50%","69,69%","32,81%"
5,26/1/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"16538,2","13411,8",142,15,,,,40,"81,10%","116,4661972","94,44929577","89,44%",34,8:50:00 a. m.,12:15:00 p. m.,,,,0,1,"3,55","2,42","0,00",59,"163,23","100,00%","100,00%","89,44%"
5,26/1/2026,PPRO000209,,REPRODUCTORA,PP CANAL DE CERDO EVISCERADO,"4108,2","3165,1",19,1,,,,10,"77,04%","216,2210526","166,5842105","94,74%",34,1:10:00 p. m.,3:05:00 p. m.,,,,0,,"1,9","1,92","0,02",10,"48,57","99,12%","99,13%","93,09%"
5,27/1/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"5918,65","4432,25",60,11,,,,42,"74,89%","98,64416667","73,87083333","81,67%",37,7:00:00 a. m.,8:58:00 a. m.,,,,0,,"1,428571429","1,97","0,54",31,"60,91","62,33%","72,64%","36,98%"
5,27/1/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"27711,45","22635,9",240,20,,,,40,"81,68%","115,464375","94,31625","91,67%",37,8:30:00 a. m.,2:45:00 p. m.,,,,0,1,6,"5,25","0,00",46,"116,53","100,00%","100,00%","91,67%"
5,28/1/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6367,2","4916,65",60,13,,,,42,"77,22%","106,12","81,94416667","78,33%",36,7:00:00 a. m.,8:55:00 a. m.,,,,0,,"1,428571429","1,92","0,49",31,"71,26","65,83%","74,53%","38,44%"
5,28/1/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"28311,15","22860,4",240,25,,,,40,"80,75%","117,963125","95,25166667","89,58%",36,8:25:00 a. m.,3:34:00 p. m.,,,,0,1,6,"6,15","0,15",39,"103,25","97,50%","97,56%","85,21%"
5,28/1/2026,PPRO000099,,DESCARTES,PP CANAL DE CERDO EVISCERADO,"1171,75","847,9",45,25,,,,40,"72,36%","26,03888889","18,84222222","44,44%",36,2:50:00 p. m.,4:10:00 p. m.,,,,0,,"1,125","1,33","0,21",34,"17,66","81,48%","84,38%","30,56%"
5,29/1/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"34524,55","27933,05",290,27,,,,40,"80,91%","119,0501724","96,32086207","90,69%",38,7:00:00 a. m.,2:30:00 p. m.,,,,0,1,"7,25","6,50","0,00",45,"113,09","100,00%","100,00%","90,69%"
5,30/1/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"15580,2","12704,65",135,21,,,,40,"81,54%","115,4088889","94,10851852","84,44%",33,7:00:00 a. m.,10:19:00 a. m.,,,,0,,"3,375","3,32","0,00",41,"116,08","100,00%","100,00%","84,44%"
5,30/1/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"12666,9","9559,05",186,35,,,,40,"75,46%","68,1016129","51,39274194","81,18%",35,9:55:00 a. m.,4:20:00 p. m.,,,,0,1,"4,65","5,42","0,77",34,"50,42","83,51%","85,85%","58,20%"
6,2/2/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"5966,3","4514,15",60,13,,,,42,"75,66%","99,43833333","75,23583333","78,33%",36,7:15:00 a. m.,9:10:00 a. m.,,,,0,,"1,428571429","1,92","0,49",31,"65,42","65,83%","74,53%","38,44%"
6,2/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"27660,7","22521,4",242,33,,,,40,"81,42%","114,3004132","93,06363636","86,36%",36,8:41:00 a. m.,4:00:00 p. m.,,,,0,1,"6,05","6,32","0,27",38,"99,04","95,59%","95,78%","79,07%"
6,2/2/2026,PPRO000209,,REPRODUCTORA,PP CANAL DE CERDO EVISCERADO,"3800,5","2965,55",16,4,,,,10,"78,03%","237,53125","185,346875","75,00%",36,3:25:00 p. m.,5:10:00 p. m.,,,,0,,"1,6","1,75","0,15",9,"47,07","90,63%","91,43%","62,14%"
6,3/2/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6556,3","5065,7",60,23,,,,42,"77,26%","109,2716667","84,42833333","61,67%",31,8:15:00 a. m.,3:27:00 p. m.,,,,0,1,"1,428571429","6,20","4,77",10,"26,36","0,00%","23,04%","0,00%"
6,3/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"29068,9","23546,9",241,35,,,,40,"81,00%","120,6178423","97,70497925","85,48%",31,3:35:00 p. m.,5:00:00 p. m.,,,,0,,"6,025","1,42","0,00",170,"536,17","100,00%","100,00%","85,48%"
6,3/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"4243,15","3220,05",60,45,,,,40,"75,89%","70,71916667","53,6675","25,00%",31,3:35:00 p. m.,5:00:00 p. m.,,,,0,,"1,5","1,42","0,00",42,"73,32","100,00%","100,00%","25,00%"
6,4/2/2026,PPRO000099,,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6431,8","4890,9",60,12,,,,42,"76,04%","107,1966667","81,515","80,00%",32,7:00:00 a. m.,9:05:00 a. m.,,,,0,,"1,428571429","2,08","0,65",29,"73,36","54,17%","68,57%","29,71%"
6,4/2/2026,PPRO000099,,ENGORDE,PP CANAL DE CERDO EVISCERADO,"27419,35","22146,3",240,43,,,,40,"80,77%","114,2472917","92,27625","82,08%",32,8:40:00 a. m.,2:40:00 p. m.,,,,0,1,6,"5,00","0,00",48,"138,41","100,00%","100,00%","82,08%"
6,4/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"4860,95","3672,4",70,55,,,,40,"75,55%","69,44214286","52,46285714","21,43%",32,2:40:00 p. m.,4:05:00 p. m.,,,,0,,"1,75","1,42","0,00",49,"81,01","100,00%","100,00%","21,43%"
6,5/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"23660,3","19091,3",210,59,,,,40,"80,69%","112,6680952","90,91095238","71,90%",32,7:10:00 a. m.,11:00:00 a. m.,,,,0,,"5,25","3,83","0,00",55,"155,64","100,00%","100,00%","71,90%"
6,5/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"18144,45","13966,95",240,200,,,,40,"76,98%","75,601875","58,195625","16,67%",32,12:30:00 p. m.,7:00:00 p. m.,,,,0,,6,"6,50","0,50",37,"67,15","91,67%","92,31%","14,10%"
6,6/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"10843,9","8849,15",100,56,,,,40,"81,60%","108,439","88,4915","44,00%",30,3:10:00 p. m.,5:47:00 p. m.,,,,0,1,"2,5","1,62","0,00",62,"182,46","100,00%","100,00%","44,00%"
6,7/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"18061,5","14354,15",209,150,,,,40,"79,47%","86,41866029","68,68014354","28,23%",39,7:30:00 a. m.,1:09:00 p. m.,,,,0,,"5,225","5,65","0,43",37,"65,14","91,87%","92,48%","23,98%"
7,9/2/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6247,9","4663,8",60,,,,,42,"74,65%","104,1316667","77,73","100,00%",38,7:00:00 a. m.,8:50:00 a. m.,,,,0,,"1,428571429","1,83","0,40",33,"66,94","71,67%","77,92%","55,84%"
7,9/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"21099,3","17124,75",180,,,,,40,"81,16%","117,2183333","95,1375","100,00%",38,8:15:00 a. m.,3:13:00 p. m.,,,,0,1,"4,5","5,97","1,47",30,"75,53","67,41%","75,42%","50,84%"
7,9/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"5973,25","4606,85",69,,,,,40,"77,12%","86,56884058","66,76594203","100,00%",38,8:15:00 a. m.,3:13:00 p. m.,,,,0,,"1,725","6,97","5,24",10,"17,4","0,00%","24,76%","0,00%"
7,10/2/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6812,65","5303,5",60,,,,,42,"77,85%","113,5441667","88,39166667","100,00%",36,7:00:00 a. m.,8:55:00 a. m.,,,,0,,"1,428571429","1,92","0,49",31,"76,86","65,83%","74,53%","49,07%"
7,10/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"22614,15","18372,35",203,,,,,40,"81,24%","111,3997537","90,50418719","100,00%",36,8:25:00 a. m.,6:10:00 p. m.,,,,0,1,"5,075","8,75","3,68",23,"58,32","27,59%","58,00%","16,00%"
7,10/2/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"3726,45","2866,9",17,,,,,10,"76,93%","219,2029412","168,6411765","100,00%",36,3:35:00 p. m.,5:20:00 p. m.,,,,0,,"1,7","1,75","0,05",10,"45,51","97,06%","97,14%","94,29%"
7,10/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"10866,45","8702,85",115,,,,,40,"80,09%","94,49086957","75,67695652","100,00%",36,3:35:00 p. m.,5:20:00 p. m.,,,,0,,"2,875","1,75","0,00",66,"138,14","100,00%","100,00%","100,00%"
7,11/2/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6848,85","5287,2",60,,,,,42,"77,20%","114,1475","88,12","100,00%",36,7:10:00 a. m.,9:05:00 a. m.,,,,0,,"1,428571429","1,92","0,49",31,"76,63","65,83%","74,53%","49,07%"
7,11/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"23914,05","19320,65",216,,,,,40,"80,79%","110,7131944","89,4474537","100,00%",36,8:35:00 a. m.,5:10:00 p. m.,,,,0,1,"5,4","7,58","2,18",28,"70,77","59,57%","71,21%","42,42%"
7,11/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"10783,05","8492,45",112,,,,,40,"78,76%","96,27723214","75,82544643","100,00%",36,2:20:00 p. m.,5:40:00 p. m.,,,,0,,"2,8","3,33","0,53",34,"70,77","80,95%","84,00%","68,00%"
7,12/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"22827,1","18262,25",210,,,,,40,"80,00%","108,7004762","86,96309524","100,00%",35,7:00,16:55,,,,0,1,"5,25","8,92","3,67",24,"58,52","30,16%","58,88%","17,76%"
7,12/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"15591,25","12223,9",160,,,,,40,"78,40%","97,4453125","76,399375","100,00%",35,7:00,16:55,,,,0,,4,"9,92","5,92",16,"35,22","0,00%","40,34%","0,00%"
7,13/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"11023,45","8791,9",105,,,,,40,"79,76%","104,9852381","83,73238095","100,00%",30,14:00,16:50,,,,0,,"2,625","2,83","0,21",37,"103,43","92,06%","92,65%","85,29%"
7,14/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"23000,4","18030,25",223,,,,,40,"78,39%","103,1408072","80,85313901","100,00%",35,6:16,11:46,,,,0,,"5,575","5,50","0,00",41,"93,66","100,00%","100,00%","100,00%"
7,14/2/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"3994,1","3032,3",17,,,,,10,"75,92%","234,9470588","178,3705882","100,00%",35,11:15,13:00,,,,0,,"1,7","1,75","0,05",10,"49,51","97,06%","97,14%","94,29%"
8,17/2/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6758,75","5237,05",60,,,,,42,"77,49%","112,6458333","87,28416667","100,00%",35,7:15,9:21,,,,0,,"1,428571429","2,10","0,67",29,"71,25","53,00%","68,03%","36,05%"
8,17/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"27916,2","22415,95",260,,,,,40,"80,30%","107,37","86,21519231","100,00%",35,8:45,16:00,,,,0,1,"6,5","6,25","0,00",42,"102,47","100,00%","100,00%","100,00%"
8,18/2/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"13087,15","10274,2",120,,,,,42,"78,51%","109,0595833","85,61833333","100,00%",30,7:15,10:31,,,,0,,"2,857142857","3,27","0,41",37,"104,84","85,67%","87,46%","74,93%"
8,18/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"25081,1",20402,239,,,,,40,"81,34%","104,941841","85,36401674","100,00%",30,10:15,16:48,,,,0,1,"5,975","5,55","0,00",43,"122,53","100,00%","100,00%","100,00%"
8,19/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"23029,65","18533,25",229,,,,,40,"80,48%","100,5661572","80,93122271","100,00%",37,7:08,12:10,,,,0,1,"5,725","4,03","0,00",57,"124,19","100,00%","100,00%","100,00%"
8,20/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"8283,35","6149,1",110,,,,,40,"74,23%","75,30318182","55,90090909","100,00%",32,15:10,18:56,,,,0,,"2,75","3,77","1,02",29,"51,02","63,03%","73,01%","46,02%"
9,23/2/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"12750,95","9746,05",120,,,,,42,"76,43%","106,2579167","81,21708333","100,00%",32,7:30,10:20,,,,0,,"2,857142857","2,83","0,00",42,"107,49","100,00%","100,00%","100,00%"
9,23/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"3158,7","2252,95",40,,,,,40,"71,33%","78,9675","56,32375","100,00%",29,17:20,18:50,,,,0,,1,"1,50","0,50",27,"51,79","50,00%","66,67%","33,33%"
9,24/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"8515,3",6358,101,,,,,40,"74,67%","84,30990099","62,95049505","100,00%",37,7:10,10:05,,,,0,,"2,525","2,92","0,39",35,"58,92","84,49%","86,57%","73,14%"
9,25/2/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"3723,2","2815,8",17,,,,,10,"75,63%","219,0117647","165,6352941","100,00%",22,8:27,10:55,,,,0,,"1,7","2,47","0,77",7,"51,89","54,90%","68,92%","37,84%"
9,25/2/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6977,7","5399,7",60,,,,,42,"77,39%","116,295","89,995","100,00%",22,7:00,9:10,,,,0,,"1,428571429","2,17","0,74",28,"113,28","48,33%","65,93%","31,87%"
9,26/2/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6712,7","5191,95",59,,,,,42,"77,35%","113,7745763","87,99915254","100,00%",32,7:00,9:15,,,,0,,"1,404761905","2,25","0,85",26,"72,11","39,83%","62,43%","24,87%"
9,26/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"7034,55",5596,70,,,,,40,"79,55%","100,4935714","79,94285714","100,00%",30,8:45,10:35,,,,0,,"1,75","1,83","0,08",38,"101,75","95,24%","95,45%","90,91%"
9,27/2/2026,PPRO000099,,BAJO PESO,PP CANAL DE CERDO EVISCERADO,"7052,95","5546,95",72,,,,,40,"78,65%","97,95763889","77,04097222","100,00%",30,14:30,16:45,,,,0,,"1,8","2,25","0,45",32,"82,18","75,00%","80,00%","60,00%"
9,28/2/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"18761,25","14717,05",180,,,,,40,"78,44%","104,2291667","81,76138889","100,00%",30,14:30,16:45,,,,0,1,"4,5","1,25","0,00",144,"392,45","100,00%","100,00%","100,00%"
10,2/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"12572,4","9700,4",120,,,,,42,"77,16%","104,77","80,83666667","100,00%",33,7:09,9:55,,,,0,,"2,857142857","2,77","0,00",43,"106,25","100,00%","100,00%","100,00%"
10,2/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"233,35","179,05",2,,,,,40,"76,73%","116,675","89,525","100,00%",33,9:40,11:50,,,,0,1,"0,05","1,17","1,12",2,"4,65","0,00%","4,29%","0,00%"
10,2/3/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"4064,25","3111,6",18,,,,,10,"76,56%","225,7916667","172,8666667","100,00%",33,9:40,11:50,,,,0,,"1,8","2,17","0,37",8,"43,52","79,63%","83,08%","66,15%"
10,3/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6547,8","5100,3",60,,,,,42,"77,89%","109,13","85,005","100,00%",32,7:00,9:25,,,,0,,"1,428571429","2,42","0,99",25,"65,95","30,83%","59,11%","18,23%"
10,3/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"15371,4","11860,5",168,,,,,40,"77,16%","91,49642857","70,59821429","100,00%",33,8:35,14:35,,,,0,1,"4,2","5,00","0,80",34,"71,88","80,95%","84,00%","68,00%"
10,4/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6669,8","5132,45",60,,,,,42,"76,95%","111,1633333","85,54083333","100,00%",32,7:10,10:20,,,,0,,"1,428571429","3,17","1,74",19,"50,65","0,00%","45,11%","0,00%"
10,4/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"19118,4","15311,1",177,,,,,40,"80,09%","108,0135593","86,50338983","100,00%",32,10:00,16:55,,,,0,1,"4,425","5,92","1,49",30,"80,87","66,29%","74,79%","49,58%"
10,5/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"27362,8","21920,1",261,,,,,40,"80,11%","104,8383142","83,98505747","100,00%",33,7:00,13:55,,,,0,1,"6,525","5,92","0,00",44,"112,27","100,00%","100,00%","100,00%"
10,6/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"10730,45","8563,31",110,,,,,40,"79,80%","97,54954545","77,84827273","100,00%",32,12:30,15:05,,,,0,1,"2,75","1,58","0,00",69,"169,01","100,00%","100,00%","100,00%"
10,7/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"3581,45","2699,75",35,,,,,40,"75,38%","102,3271429","77,13571429","100,00%",36,7:00,8:36,,,,0,,"0,875","1,60","0,73",22,"46,87","17,14%","54,69%","9,38%"
11,9/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"12813,85","9824,9",120,,,,,42,"76,67%","106,7820833","81,87416667","100,00%",28,7:00,10:03,,,,0,,"2,857142857","3,05","0,19",39,"115,05","93,25%","93,68%","87,35%"
11,9/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,24509,"19703,4",237,,,,,40,"80,39%","103,4135021","83,13670886","100,00%",35,9:40,15:45,,,,0,,"5,925","6,08","0,16",39,"92,54","97,33%","97,40%","94,79%"
11,9/3/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"4206,25","3219,95",20,,,,,10,"76,55%","210,3125","160,9975","100,00%",35,15:05,17:10,,,,0,,2,"2,08","0,08",10,"44,16","95,83%","96,00%","92,00%"
11,10/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6858,95","5224,1",60,,,,,42,"76,16%","114,3158333","87,06833333","100,00%",35,7:00,8:55,,,,0,,"1,428571429","1,92","0,49",31,"77,87","65,83%","74,53%","49,07%"
11,10/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"26850,35","21215,1",241,,,,,40,"79,01%","111,4122407","88,02946058","100,00%",35,8:30,15:30,,,,0,,"6,025","7,00","0,98",34,"86,59","83,82%","86,07%","72,14%"
11,11/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6774,45","5175,6",60,,,,,42,"76,40%","112,9075","86,26","100,00%",32,7:10,9:05,,,,0,,"1,428571429","1,92","0,49",31,"84,38","65,83%","74,53%","49,07%"
11,11/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"29905,9","24132,05",285,150,PICADURAS,,,40,"80,69%","104,9329825","84,67385965","47,37%",33,8:38,14:39,,,,0,1,"7,125","5,02","0,00",57,"145,77","100,00%","100,00%","47,37%"
11,12/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"36528,8","29145,65",333,20,DERMATITIS,,,40,"79,79%","109,6960961","87,52447447","93,99%",33,7:00,15:20,,,,0,,"8,325","8,33","0,01",40,"105,98","99,90%","99,90%","93,81%"
11,13/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"10167,85","7374,15",211,211,DERMATITIS,,,40,"72,52%","48,18886256","34,9485782","0,00%",33,10:40,15:10,,,,0,,"5,275","4,50","0,00",47,"49,66","100,00%","100,00%","0,00%"
12,16/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"12829,9","9792,75",120,,,,,42,"76,33%","106,9158333","81,60625","100,00%",28,12:50,16:05,,,,0,,"2,857142857","3,25","0,39",37,"107,61","86,25%","87,91%","75,82%"
12,16/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"22966,8","18323,6",212,20,DERMATITIS,,,40,"79,78%","108,3339623","86,43207547","90,57%",28,8:00,17:28,,,,0,1,"5,3","8,47","3,17",25,"77,29","40,25%","62,60%","22,82%"
12,16/3/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"5260,65","3768,8",22,,,,,10,"71,64%","239,1204545","171,3090909","100,00%",30,10:40,12:35,,,,0,,"2,2","1,92","0,00",11,"65,54","100,00%","100,00%","100,00%"
12,17/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6717,1","5149,2",60,,,,,42,"76,66%","111,9516667","85,82","100,00%",31,8:00,17:55,,,,0,,"1,428571429","9,92","8,49",6,"16,75","0,00%","14,41%","0,00%"
12,17/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,25943,"20776,55",271,50,DERMATITIS/PICADURAS,,,40,"80,09%","95,73062731","76,66623616","81,55%",31,13:00,14:42,,,,0,1,"6,775","0,70","0,00",387,"957,44","100,00%","100,00%","81,55%"
12,18/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6684,4","5158,85",60,,,,,42,"77,18%","111,4066667","85,98083333","100,00%",31,13:00,14:42,,,,0,,"1,428571429","1,70","0,27",35,"97,89","81,00%","84,03%","68,07%"
12,18/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"27164,65","21716,753",270,40,DERMATITIS,,,40,"79,94%","100,6098148","80,43241852","85,19%",30,8:00,16:25,,,,0,1,"6,75","7,42","0,67",36,"97,6","90,12%","91,01%","69,87%"
12,19/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"29675,95","23731,2",301,40,DERMATITIS,,,40,"79,97%","98,59119601","78,84119601","86,71%",30,7:00,14:35,,,,0,1,"7,525","6,58","0,00",46,"120,16","100,00%","100,00%","86,71%"
12,20/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"19271,3","15670,95",185,5,DERMATITIS,,,40,"81,32%","104,1691892","84,70783784","97,30%",31,6:00,13:45,,,,0,1,"4,625","6,75","2,13",27,"74,89","54,05%","68,52%","36,04%"
13,23/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6629,8","5118,25",60,,,,,42,"77,20%","110,4966667","85,30416667","100,00%",32,10:05,11:55,,,,0,,"1,428571429","1,83","0,40",33,"87,24","71,67%","77,92%","55,84%"
13,23/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"18193,2","14447,05",195,40,DERMATITIS LEVE,,,40,"79,41%","93,29846154","74,0874359","79,49%",31,8:00,16:15,,,,0,1,"4,875","7,25","2,38",27,"64,28","51,28%","67,24%","27,41%"
13,23/3/2026,PPRO000209,,REPRODUCTORA,PP CANAL CERDO EVISCERADO REPRODUCTOR/A,"3797,95","2823,15",17,,,,,10,"74,33%","223,4088235","166,0676471","100,00%",31,14:00,15:55,,,,0,1,"1,7","0,92","0,00",19,"99,35","100,00%","100,00%","100,00%"
13,24/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6261,3","4765,75",60,,,,,42,"76,11%","104,355","79,42916667","100,00%",32,10:30,12:22,,,,0,,"1,428571429","1,87","0,44",32,"79,78","69,33%","76,53%","53,06%"
13,24/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"24302,2","18990,65",234,40,DERMATITIS LEVE,,,40,"78,14%","103,8555556","81,15662393","82,91%",32,8:00,15:15,,,,0,1,"5,85","6,25","0,40",37,"94,95","93,16%","93,60%","72,29%"
13,25/3/2026,PPRO000099,5470,MOLINOS CHAMPION S.F,PP CANAL DE CERDO EVISCERADO,"6359,65","4840,75",60,,,,,42,"76,12%","105,9941667","80,67916667","100,00%",32,10:40,12:25,,,,0,,"1,428571429","1,75","0,32",34,"86,44","77,50%","81,63%","63,27%"
13,25/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"21658,05","17294,5",230,40,DERMATITS LEVE,,,40,"79,85%","94,16543478","75,19347826","82,61%",32,8:00,16:15,,,,0,1,"5,75","7,25","1,50",32,"74,55","73,91%","79,31%","48,43%"
13,26/3/2026,PPRO000099,274,ENGORDE,PP CANAL DE CERDO EVISCERADO,"32747,2","26276,95",320,20,DERMATITIS LEVE,,,40,"80,24%","102,335","82,11546875","93,75%",33,8:00,15:38,,,,0,1,8,"6,63","0,00",48,"120,04","100,00%","100,00%","93,75%"
